event_id,index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,attacking_side,event_type_id,event_type,event_subtype_id,event_subtype,player_id,player_name,player_position_id,player_position,player_in_possession_id,player_in_possession_name,player_in_possession_position_id,player_in_possession_position,team_id,team_shortname,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,associated_player_possession_event_id,associated_player_possession_frame_start,game_state_id,game_state,team_score,opponent_team_score,phase_index,team_in_possession_phase_type_id,team_in_possession_phase_type,team_out_of_possession_phase_type_id,team_out_of_possession_phase_type,lead_to_shot,lead_to_goal,distance_covered,trajectory_angle,trajectory_direction_id,trajectory_direction,in_to_out,out_to_in,speed_avg,speed_avg_band_id,speed_avg_band,separation_start,separation_end,separation_gain,last_defensive_line_x_start,last_defensive_line_x_end,delta_to_last_defensive_line_start,delta_to_last_defensive_line_end,delta_to_last_defensive_line_gain,last_defensive_line_height_start,last_defensive_line_height_end,last_defensive_line_height_gain,inside_defensive_shape_start,inside_defensive_shape_end,location_to_player_in_possession_id_start,location_to_player_in_possession_start,location_to_player_in_possession_id_end,location_to_player_in_possession_end,distance_to_player_in_possession_start,distance_to_player_in_possession_end,player_in_possession_x_start,player_in_possession_y_start,player_in_possession_channel_id_start,player_in_possession_channel_start,player_in_possession_third_id_start,player_in_possession_third_start,player_in_possession_penalty_area_start,player_in_possession_x_end,player_in_possession_y_end,player_in_possession_channel_id_end,player_in_possession_channel_end,player_in_possession_third_id_end,player_in_possession_third_end,player_in_possession_penalty_area_end,targeted,received,received_in_space,dangerous,difficult_pass_target,xthreat,xpass_completion,passing_option_score,predicted_passing_option,passing_option_at_player_possession_start,n_simultaneous_runs,give_and_go,intended_run_behind,push_defensive_line,break_defensive_line,passing_option_at_start,n_opponents_ahead_end,n_opponents_ahead_start,n_opponents_overtaken,is_player_possession_start_matched,is_player_possession_end_matched,is_pass_reception_matched
1_232,232,1846146,48973,48984,73:16.3,73:17.4,73,16,1.1,2,2,right_to_left,1,off_ball_run,9,support,151186,T. Malham,2,LB,22810,M. Swanson,19,CF,2337,Chicago RS,10.76,29.93,1,wide_left,2,middle_third,False,15.3,31.96,1,wide_left,2,middle_third,False,8_668,48947,2,losing,1,4,295,2,finish,8,low_block,False,False,4.56,24.09,1,forward,False,False,16.17,2,running,5.15,4.61,-0.54,35.05,33.76,24.29,18.46,-5.83,19.95,21.24,1.29,False,False,1,behind,1,behind,14.82,7.43,25.34,27.27,1,wide_left,3,attacking_third,False,21.34,27.64,1,wide_left,3,attacking_third,False,False,False,,False,False,0.0047,0.9313,0.9415,True,False,0,False,,,,True,8,8,0,True,True,
1_233,233,1846146,49064,49092,73:25.4,73:28.2,73,25,2.8,2,2,right_to_left,1,off_ball_run,10,underlap,149860,C. Biegalski,8,RB,340954,J. Bike,17,RW,2337,Chicago RS,19.8,-23.33,5,wide_right,3,attacking_third,False,34.34,-19.55,4,half_space_right,3,attacking_third,False,8_671,49064,2,losing,1,4,295,2,finish,8,low_block,True,False,15.4,14.57,1,forward,False,False,19.62,2,running,10.13,1.37,-8.76,37.63,41.77,17.83,7.43,-10.4,17.37,13.23,-4.14,False,True,1,behind,3,ahead,11.76,6.06,31.44,-25.02,5,wide_right,3,attacking_third,False,30.54,-24.27,5,wide_right,3,attacking_third,False,False,False,,True,False,0.0233,0.8753,0.9643,True,True,1,False,,,,True,5,8,3,True,True,
1_234,234,1846146,49067,49086,73:25.7,73:27.6,73,25,1.9,2,2,right_to_left,1,off_ball_run,2,coming_short,817610,J. Joseph,17,RW,340954,J. Bike,17,RW,2337,Chicago RS,36.31,1.2,3,center,3,attacking_third,False,34.92,-7.47,3,center,3,attacking_third,False,8_671,49064,2,losing,1,4,295,2,finish,8,low_block,True,False,8.37,-99.11,4,sideway_right,False,False,16.57,2,running,3.09,2.37,-0.73,38.32,41.37,2.01,6.45,4.44,16.68,13.63,-3.05,True,True,3,ahead,3,ahead,26.98,18.08,31.74,-25.39,5,wide_right,3,attacking_third,False,31.39,-25.2,5,wide_right,3,attacking_third,False,False,False,,False,False,0.0128,0.8282,0.9205,True,True,1,False,,,,True,4,2,-2,True,True,
1_235,235,1846146,49131,49151,73:32.1,73:34.1,73,32,2.0,2,2,right_to_left,1,off_ball_run,9,support,22723,J. Grosso,9,LDM,151149,S. Groom,16,LW,2337,Chicago RS,30.91,2.38,3,center,3,attacking_third,False,37.66,8.52,3,center,3,attacking_third,False,8_673,49132,2,losing,1,4,295,2,finish,8,low_block,True,False,9.27,42.29,1,forward,False,False,16.58,2,running,2.11,2.02,-0.09,40.19,42.75,9.28,5.09,-4.19,14.81,12.25,-2.56,True,False,1,behind,2,same_line,6.57,8.85,36.75,-0.62,3,center,3,attacking_third,False,38.07,-0.32,3,center,3,attacking_third,False,True,True,False,True,False,0.0392,0.9213,0.9497,True,True,0,True,,,,True,6,8,2,True,True,True
1_236,236,1846146,49187,49205,73:37.7,73:39.5,73,37,1.8,2,2,right_to_left,1,off_ball_run,9,support,151186,T. Malham,2,LB,22723,J. Grosso,9,LDM,2337,Chicago RS,21.14,18.82,2,half_space_left,3,attacking_third,False,30.04,22.64,1,wide_left,3,attacking_third,False,8_675,49189,2,losing,1,4,295,2,finish,8,low_block,False,False,9.74,23.23,1,forward,True,False,18.6,2,running,7.54,9.36,1.82,45.21,42.28,24.07,12.24,-11.83,9.79,12.72,2.93,False,False,1,behind,1,behind,20.21,10.81,40.81,14.19,2,half_space_left,3,attacking_third,True,39.04,16.66,2,half_space_left,3,attacking_third,True,True,True,True,False,False,0.0143,0.9922,0.984,True,True,0,False,,,,True,8,9,1,True,True,True
1_237,237,1846146,50048,50081,75:03.8,75:07.1,75,3,3.3,2,2,right_to_left,1,off_ball_run,4,dropping_off,57112,N. Kuikka,8,RB,149860,C. Biegalski,8,RB,2337,Chicago RS,0.55,-10.79,4,half_space_right,2,middle_third,False,-12.77,-20.07,4,half_space_right,2,middle_third,False,8_680,50046,2,losing,1,4,300,1,create,9,medium_block,False,False,16.04,-145.14,2,backward,False,False,17.84,2,running,17.64,11.98,-5.66,40.52,27.77,39.97,40.54,0.57,14.48,27.23,12.75,False,False,1,behind,1,behind,24.05,13.27,8.89,-33.35,5,wide_right,2,middle_third,False,-8.68,-32.69,5,wide_right,2,middle_third,False,True,True,True,False,False,0.0002,0.9871,0.9919,True,True,0,False,,,,True,10,10,0,True,True,True
1_238,238,1846146,50432,50451,75:42.2,75:44.1,75,42,1.9,2,1,left_to_right,1,off_ball_run,7,pulling_wide,151151,H. McCutcheon,14,RM,149873,A. Moorhouse,1,GK,2334,Orlando Pride,-29.81,-9.81,4,half_space_right,1,defensive_third,False,-31.74,-20.35,5,wide_right,1,defensive_third,False,8_695,50456,1,winning,4,1,305,0,build_up,10,high_block,False,False,10.31,-100.38,4,sideway_right,True,False,,,,10.66,4.56,-6.1,1.24,1.55,31.05,33.29,2.24,53.76,53.45,-0.31,False,False,3,ahead,3,ahead,24.16,29.02,-49.85,3.68,3,center,1,defensive_third,False,-51.0,1.36,3,center,1,defensive_third,False,True,True,True,False,False,0.0,0.9764,0.8634,True,True,0,False,,,,False,8,8,0,True,True,True
1_239,239,1846146,50502,50521,75:49.2,75:51.1,75,49,1.9,2,1,left_to_right,1,off_ball_run,8,run_ahead_of_the_ball,151151,H. McCutcheon,14,RM,441597,E. Madril Sams,6,RCB,2334,Orlando Pride,-40.4,-26.82,5,wide_right,1,defensive_third,False,-30.76,-29.72,5,wide_right,1,defensive_third,False,8_697,50497,1,winning,4,1,305,0,build_up,10,high_block,False,False,9.64,-16.74,1,forward,False,False,18.85,2,running,2.84,7.02,4.19,1.87,2.41,42.27,33.17,-9.1,53.13,52.59,-0.54,False,False,2,same_line,3,ahead,10.56,12.79,-38.28,-16.47,4,half_space_right,1,defensive_third,False,-39.4,-20.29,5,wide_right,1,defensive_third,False,False,False,,False,False,0.0003,0.8523,0.8164,True,False,0,True,,,,True,7,10,3,True,True,
1_240,240,1846146,50675,50696,76:06.5,76:08.6,76,6,2.1,2,1,left_to_right,1,off_ball_run,9,support,63540,Adriana,16,LW,22542,Marta,19,CF,2334,Orlando Pride,-28.86,-26.53,5,wide_right,1,defensive_third,False,-19.56,-26.01,5,wide_right,1,defensive_third,False,8_703,50690,1,winning,4,1,308,1,create,9,medium_block,False,False,8.9,3.2,1,forward,False,False,15.92,2,running,6.35,3.97,-2.38,-5.01,-1.94,23.85,17.62,-6.23,60.01,56.94,-3.07,False,False,1,behind,1,behind,18.2,8.7,-17.31,-12.47,4,half_space_right,2,middle_third,False,-13.36,-19.91,4,half_space_right,2,middle_third,False,False,False,,False,False,0.0014,0.8142,0.9216,True,True,1,False,,,,True,5,6,1,True,True,
1_241,241,1846146,50700,50715,76:09.0,76:10.5,76,9,1.5,2,1,left_to_right,1,off_ball_run,8,run_ahead_of_the_ball,62389,Angelina,12,LM,22542,Marta,19,CF,2334,Orlando Pride,-21.9,-20.39,5,wide_right,1,defensive_third,False,-15.01,-20.74,5,wide_right,2,middle_third,False,8_703,50690,1,winning,4,1,308,1,create,9,medium_block,False,False,6.49,-2.91,1,forward,False,False,16.43,2,running,2.07,2.84,0.77,-1.6,-0.28,20.3,14.73,-5.57,56.6,55.28,-1.32,True,True,1,behind,2,same_line,8.35,3.38,-13.6,-21.29,5,wide_right,2,middle_third,False,-17.3,-23.23,5,wide_right,2,middle_third,False,False,False,,False,True,0.0019,0.6004,0.7926,True,False,1,False,,,,True,5,5,0,True,True,
1_242,242,1846146,50748,50790,76:13.8,76:18.0,76,13,4.2,2,1,left_to_right,1,off_ball_run,5,overlap,149882,K. Abello,2,LB,22814,M. Gautrat,14,RM,2334,Orlando Pride,-26.73,14.2,2,half_space_left,1,defensive_third,False,-8.94,27.16,1,wide_left,2,middle_third,False,8_704,50759,1,winning,4,1,308,1,create,9,medium_block,False,False,22.13,36.07,1,forward,True,False,18.96,2,running,10.59,10.84,0.25,0.48,8.94,27.21,17.88,-9.33,54.52,46.06,-8.46,False,False,1,behind,2,same_line,17.56,10.56,-13.84,2.28,3,center,2,middle_third,False,-11.23,16.85,2,half_space_left,2,middle_third,False,False,False,,False,False,0.0023,0.9817,0.9812,True,True,1,False,,,,True,7,9,2,True,True,
1_243,243,1846146,50768,50790,76:15.8,76:18.0,76,15,2.2,2,1,left_to_right,1,off_ball_run,8,run_ahead_of_the_ball,151077,J. Doyle,16,LW,22814,M. Gautrat,14,RM,2334,Orlando Pride,-4.28,20.07,2,half_space_left,2,middle_third,False,4.65,26.74,1,wide_left,2,middle_third,False,8_704,50759,1,winning,4,1,308,1,create,9,medium_block,False,False,11.29,36.76,1,forward,True,False,18.3,2,running,9.8,6.68,-3.12,2.98,8.94,7.26,4.29,-2.97,52.02,46.06,-5.96,False,False,3,ahead,3,ahead,15.15,18.71,-14.34,8.74,3,center,2,middle_third,False,-11.23,16.85,2,half_space_left,2,middle_third,False,True,False,,False,False,0.0067,0.8425,0.9734,True,True,1,False,,,,True,4,4,0,True,True,
1_244,244,1846146,50906,50925,76:29.6,76:31.5,76,29,1.9,2,1,left_to_right,1,off_ball_run,8,run_ahead_of_the_ball,63540,Adriana,16,LW,62445,B. Banda,19,CF,2334,Orlando Pride,24.64,2.86,3,center,3,attacking_third,False,30.77,-2.92,3,center,3,attacking_third,False,8_709,50907,1,winning,4,1,311,2,finish,8,low_block,True,False,8.01,-43.32,1,forward,False,False,15.91,2,running,1.71,2.19,0.47,26.48,32.71,1.84,1.94,0.1,28.52,22.29,-6.23,True,True,3,ahead,3,ahead,35.8,29.7,18.25,-32.37,5,wide_right,2,middle_third,False,23.2,-31.64,5,wide_right,3,attacking_third,False,False,False,,False,True,0.018,0.4194,0.8975,True,True,0,False,,,,True,3,3,0,True,True,
1_245,245,1846146,51852,51871,78:04.2,78:06.1,78,4,1.9,2,1,left_to_right,1,off_ball_run,10,underlap,22814,M. Gautrat,14,RM,151077,J. Doyle,16,LW,2334,Orlando Pride,29.26,-19.18,4,half_space_right,3,attacking_third,False,37.97,-21.97,5,wide_right,3,attacking_third,False,8_724,51860,1,winning,4,1,314,2,finish,8,low_block,False,False,8.74,-17.76,1,forward,False,False,17.23,2,running,1.76,5.74,3.98,38.15,40.99,8.89,3.02,-5.87,16.85,14.01,-2.84,True,True,1,behind,2,same_line,14.88,8.44,36.21,-32.34,5,wide_right,3,attacking_third,False,35.95,-30.16,5,wide_right,3,attacking_third,False,False,False,,False,False,0.0102,0.7224,0.9287,True,True,0,True,,,,True,3,7,4,True,True,
1_246,246,1846146,51898,51905,78:08.8,78:09.5,78,8,0.7,2,1,left_to_right,1,off_ball_run,8,run_ahead_of_the_ball,151077,J. Doyle,16,LW,63540,Adriana,16,LW,2334,Orlando Pride,36.0,-21.99,5,wide_right,3,attacking_third,False,37.97,-19.72,4,half_space_right,3,attacking_third,False,8_725,51896,1,winning,4,1,314,2,finish,8,low_block,False,False,2.6,49.05,3,sideway_left,False,True,15.43,2,running,2.39,2.13,-0.26,41.14,40.56,5.14,2.59,-2.55,13.86,14.44,0.58,False,False,2,same_line,2,same_line,9.6,6.82,37.05,-12.45,4,half_space_right,3,attacking_third,False,35.24,-13.47,4,half_space_right,3,attacking_third,False,False,False,,True,True,0.0308,0.6368,0.88,True,True,0,True,,,,True,4,5,1,True,True,
1_247,247,1846146,51976,51984,78:16.6,78:17.4,78,16,0.8,2,1,left_to_right,1,off_ball_run,9,support,62389,Angelina,12,LM,22814,M. Gautrat,14,RM,2334,Orlando Pride,28.92,-20.54,5,wide_right,3,attacking_third,False,32.37,-21.79,5,wide_right,3,attacking_third,False,8_727,51956,1,winning,4,1,314,2,finish,8,low_block,False,False,3.67,-19.92,1,forward,False,False,16.32,2,running,4.04,1.51,-2.53,41.26,41.38,12.34,9.01,-3.33,13.74,13.62,-0.12,False,True,1,behind,1,behind,12.34,9.07,36.84,-30.0,5,wide_right,3,attacking_third,False,37.44,-29.31,5,wide_right,3,attacking_third,False,True,True,False,False,False,0.0095,0.8884,0.9196,True,False,0,False,,,,True,6,9,3,True,True,True
1_248,248,1846146,51993,52002,78:18.3,78:19.2,78,18,0.9,2,1,left_to_right,1,off_ball_run,8,run_ahead_of_the_ball,22814,M. Gautrat,14,RM,62389,Angelina,12,LM,2334,Orlando Pride,40.09,-27.59,5,wide_right,3,attacking_third,False,42.8,-24.65,5,wide_right,3,attacking_third,False,8_728,51988,1,winning,4,1,314,2,finish,8,low_block,False,False,3.59,47.33,3,sideway_left,False,False,15.87,2,running,3.74,2.39,-1.35,41.58,43.52,1.49,0.72,-0.77,13.42,11.48,-1.94,False,False,3,ahead,3,ahead,7.94,8.91,34.42,-22.03,5,wide_right,3,attacking_third,False,34.73,-20.87,5,wide_right,3,attacking_third,False,True,True,False,False,False,0.0103,0.7633,0.9691,True,True,0,True,,,,False,3,4,1,True,True,True
1_249,249,1846146,52002,52014,78:19.2,78:20.4,78,19,1.2,2,1,left_to_right,1,off_ball_run,3,cross_receiver,62445,B. Banda,19,CF,22814,M. Gautrat,14,RM,2334,Orlando Pride,43.16,2.57,3,center,3,attacking_third,True,47.89,-0.27,3,center,3,attacking_third,True,8_729,52004,1,winning,4,1,314,2,finish,8,low_block,False,False,5.52,-30.98,1,forward,False,False,16.41,2,running,2.35,1.21,-1.14,43.52,47.04,0.36,-0.85,-1.21,11.48,7.96,-3.52,False,False,2,same_line,3,ahead,27.22,22.19,42.8,-24.65,5,wide_right,3,attacking_third,False,43.24,-21.97,5,wide_right,3,attacking_third,False,False,False,,True,True,0.0936,0.2752,0.8235,True,True,0,False,,,,True,0,1,1,True,True,
1_250,250,1846146,52890,52950,79:48.0,79:54.0,79,48,6.0,2,1,left_to_right,1,off_ball_run,8,run_ahead_of_the_ball,63540,Adriana,16,LW,62445,B. Banda,19,CF,2334,Orlando Pride,-5.44,-6.5,3,center,2,middle_third,False,29.2,-16.88,4,half_space_right,3,attacking_third,False,8_737,52883,1,winning,4,1,317,3,quick_break,12,defending_quick_break,True,False,36.25,-16.68,1,forward,False,False,21.69,3,hsr,7.18,4.9,-2.28,15.29,32.04,20.73,2.84,-17.89,39.71,22.96,-16.75,True,False,1,behind,3,ahead,29.25,17.24,7.15,19.9,2,half_space_left,2,middle_third,False,22.12,-1.16,3,center,3,attacking_third,False,True,True,True,False,False,0.0199,0.9633,0.9855,True,False,1,False,,,,False,4,6,2,True,True,True
1_251,251,1846146,52893,52911,79:48.3,79:50.1,79,48,1.8,2,1,left_to_right,1,off_ball_run,9,support,22542,Marta,19,CF,62445,B. Banda,19,CF,2334,Orlando Pride,4.13,4.97,3,center,2,middle_third,False,12.06,2.22,3,center,2,middle_third,False,8_737,52883,1,winning,4,1,317,3,quick_break,12,defending_quick_break,True,False,8.47,-19.13,1,forward,False,False,16.83,2,running,8.81,8.86,0.05,15.77,20.57,11.64,8.51,-3.13,39.23,34.43,-4.8,True,True,1,behind,2,same_line,14.16,7.11,8.14,18.55,2,half_space_left,2,middle_third,False,12.84,9.29,2,half_space_left,2,middle_third,False,False,False,,False,False,0.0166,0.9179,0.982,True,True,1,False,,,,True,5,5,0,True,True,
1_252,252,1846146,52929,52983,79:51.9,79:57.3,79,51,5.4,2,1,left_to_right,1,off_ball_run,3,cross_receiver,151077,J. Doyle,16,LW,63540,Adriana,16,LW,2334,Orlando Pride,18.16,21.9,1,wide_left,2,middle_third,False,40.47,8.99,3,center,3,attacking_third,True,8_738,52950,1,winning,4,1,317,3,quick_break,12,defending_quick_break,True,False,25.89,-30.06,1,forward,False,True,17.02,2,running,7.54,4.25,-3.28,24.82,44.01,6.66,3.54,-3.12,30.18,10.99,-19.19,False,False,2,same_line,2,same_line,34.72,20.7,16.36,-12.77,4,half_space_right,2,middle_third,False,40.94,-11.7,4,half_space_right,3,attacking_third,True,False,False,,True,True,0.1552,0.4337,0.6422,True,False,2,False,,,,False,4,4,0,True,True,
1_253,253,1846146,52944,52973,79:53.4,79:56.3,79,53,2.9,2,1,left_to_right,1,off_ball_run,9,support,22542,Marta,19,CF,63540,Adriana,16,LW,2334,Orlando Pride,23.28,-3.47,3,center,3,attacking_third,False,35.81,-3.42,3,center,3,attacking_third,False,8_738,52950,1,winning,4,1,317,3,quick_break,12,defending_quick_break,True,False,12.24,0.23,1,forward,False,False,15.68,2,running,1.77,2.21,0.44,29.75,41.79,6.47,5.98,-0.49,25.25,13.21,-12.04,True,True,2,same_line,1,behind,12.71,11.69,25.56,-15.97,4,half_space_right,3,attacking_third,False,39.61,-14.47,4,half_space_right,3,attacking_third,True,False,False,,True,True,0.1162,0.549,0.8248,True,False,2,False,,,,False,4,4,0,True,True,
1_254,254,1846146,52944,52986,79:53.4,79:57.6,79,53,4.2,2,1,left_to_right,1,off_ball_run,3,cross_receiver,62445,B. Banda,19,CF,63540,Adriana,16,LW,2334,Orlando Pride,19.53,-1.33,3,center,3,attacking_third,False,37.68,2.71,3,center,3,attacking_third,False,8_738,52950,1,winning,4,1,317,3,quick_break,12,defending_quick_break,True,False,18.76,12.55,1,forward,False,False,16.43,2,running,3.96,3.01,-0.95,29.75,44.25,10.22,6.57,-3.65,25.25,10.75,-14.5,True,True,1,behind,1,behind,15.83,14.19,25.56,-15.97,4,half_space_right,3,attacking_third,False,41.08,-11.07,4,half_space_right,3,attacking_third,True,False,False,,True,True,0.1141,0.6174,0.7316,True,False,2,True,,,,False,5,5,0,True,True,
1_255,255,1846146,53488,53532,80:47.8,80:52.2,80,47,4.4,2,1,left_to_right,1,off_ball_run,7,pulling_wide,151151,H. McCutcheon,14,RM,22814,M. Gautrat,14,RM,2334,Orlando Pride,39.93,-8.19,3,center,3,attacking_third,True,31.97,-28.27,5,wide_right,3,attacking_third,False,8_743,53486,1,winning,4,1,318,7,set_play,13,defending_set_play,False,False,21.95,-111.62,4,sideway_right,True,False,17.89,2,running,3.34,3.21,-0.13,50.83,48.82,10.9,16.85,5.95,4.17,6.18,2.01,False,False,3,ahead,3,ahead,11.29,12.84,29.76,-3.29,3,center,3,attacking_third,False,25.9,-16.96,4,half_space_right,3,attacking_third,False,True,True,True,False,False,0.0041,0.9631,0.9945,True,True,0,False,,,,True,7,5,-2,True,True,True
1_256,256,1846146,53531,53541,80:52.1,80:53.1,80,52,1.0,2,1,left_to_right,1,off_ball_run,2,coming_short,22814,M. Gautrat,14,RM,151151,H. McCutcheon,14,RM,2334,Orlando Pride,25.62,-16.64,4,half_space_right,3,attacking_third,False,28.47,-19.82,4,half_space_right,3,attacking_third,False,8_744,53536,1,winning,4,1,318,7,set_play,13,defending_set_play,False,False,4.27,-48.13,4,sideway_right,False,False,15.31,2,running,1.0,4.3,3.3,48.95,47.39,23.33,18.92,-4.41,6.05,7.61,1.56,True,True,1,behind,2,same_line,13.04,10.5,32.18,-27.91,5,wide_right,3,attacking_third,False,30.07,-30.2,5,wide_right,3,attacking_third,False,True,True,True,False,False,0.0074,0.8375,0.8575,True,True,0,False,,,,True,8,9,1,True,True,True
1_257,257,1846146,53559,53578,80:54.9,80:56.8,80,54,1.9,2,1,left_to_right,1,off_ball_run,5,overlap,151151,H. McCutcheon,14,RM,22814,M. Gautrat,14,RM,2334,Orlando Pride,32.1,-30.28,5,wide_right,3,attacking_third,False,42.24,-26.76,5,wide_right,3,attacking_third,False,8_745,53551,1,winning,4,1,318,7,set_play,13,defending_set_play,False,False,10.1,19.14,1,forward,False,False,20.38,3,hsr,2.16,5.48,3.32,44.17,45.41,12.07,3.17,-8.9,10.83,9.59,-1.24,False,False,2,same_line,3,ahead,6.74,8.51,31.76,-23.55,5,wide_right,3,attacking_third,False,34.15,-24.12,5,wide_right,3,attacking_third,False,True,False,,False,False,0.0109,0.827,0.9833,True,True,0,True,,,,True,3,7,4,True,True,
1_258,258,1846146,54182,54201,81:57.2,81:59.1,81,57,1.9,2,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,62385,Julia Bianchi,9,LDM,817610,J. Joseph,17,RW,2337,Chicago RS,32.13,26.76,1,wide_left,3,attacking_third,False,34.67,18.18,2,half_space_left,3,attacking_third,False,8_750,54192,2,losing,1,4,321,5,chaotic,5,chaotic,False,False,8.65,-73.51,4,sideway_right,False,True,17.27,2,running,1.25,2.52,1.27,37.94,37.42,5.81,2.75,-3.06,17.06,17.58,0.52,True,True,3,ahead,3,ahead,8.5,8.14,29.03,18.85,2,half_space_left,3,attacking_third,False,27.04,15.35,2,half_space_left,3,attacking_third,False,False,False,,True,True,0.0407,0.4715,0.6699,True,True,0,False,,,,True,3,4,1,True,True,
1_259,259,1846146,54232,54282,82:02.2,82:07.2,82,2,5.0,2,1,left_to_right,1,off_ball_run,9,support,62389,Angelina,12,LM,62445,B. Banda,19,CF,2334,Orlando Pride,-21.86,-10.83,4,half_space_right,1,defensive_third,False,-2.68,2.9,3,center,2,middle_third,False,8_752,54263,1,winning,4,1,322,1,create,9,medium_block,False,False,23.99,35.6,1,forward,False,True,17.23,2,running,0.6,4.24,3.63,2.96,12.78,24.82,15.46,-9.36,52.04,42.22,-9.82,True,True,1,behind,1,behind,16.67,8.29,-5.95,-15.79,4,half_space_right,2,middle_third,False,5.59,2.27,3,center,2,middle_third,False,False,False,,False,False,0.0028,0.9233,0.7983,True,False,2,False,,,,False,6,6,0,True,True,
1_260,260,1846146,54232,54313,82:02.2,82:10.3,82,2,8.1,2,1,left_to_right,1,off_ball_run,8,run_ahead_of_the_ball,63540,Adriana,16,LW,62445,B. Banda,19,CF,2334,Orlando Pride,-17.94,-25.17,5,wide_right,2,middle_third,False,18.98,-7.73,3,center,3,attacking_third,False,8_752,54263,1,winning,4,1,322,1,create,9,medium_block,False,False,41.05,25.28,1,forward,False,True,18.88,2,running,4.19,4.16,-0.03,2.96,20.05,20.9,1.07,-19.83,52.04,34.95,-17.09,True,True,1,behind,3,ahead,15.22,14.13,-5.95,-15.79,4,half_space_right,2,middle_third,False,6.89,-0.42,3,center,2,middle_third,False,False,False,,True,False,0.025,0.8683,0.8153,True,False,2,False,,,,False,1,5,4,True,True,
1_261,261,1846146,54247,54302,82:03.7,82:09.2,82,3,5.5,2,1,left_to_right,1,off_ball_run,8,run_ahead_of_the_ball,151077,J. Doyle,16,LW,62445,B. Banda,19,CF,2334,Orlando Pride,-15.87,2.79,3,center,2,middle_third,False,8.81,20.91,1,wide_left,2,middle_third,False,8_752,54263,1,winning,4,1,322,1,create,9,medium_block,False,False,30.49,36.29,1,forward,True,False,20.14,3,hsr,6.62,8.94,2.32,3.58,17.97,19.45,9.16,-10.29,51.42,37.03,-14.39,True,False,1,behind,2,same_line,15.79,18.42,-6.58,-9.98,4,half_space_right,2,middle_third,False,5.87,2.73,3,center,2,middle_third,False,False,False,,False,False,0.0074,0.9203,0.9505,True,True,2,False,,,,True,5,5,0,True,True,
1_262,262,1846146,54323,54349,82:11.3,82:13.9,82,11,2.6,2,1,left_to_right,1,off_ball_run,8,run_ahead_of_the_ball,151151,H. McCutcheon,14,RM,22814,M. Gautrat,14,RM,2334,Orlando Pride,-2.44,-17.89,4,half_space_right,2,middle_third,False,7.76,-26.12,5,wide_right,2,middle_third,False,8_753,54320,1,winning,4,1,322,1,create,9,medium_block,False,False,13.15,-38.9,1,forward,True,False,18.17,2,running,3.67,3.75,0.08,21.26,23.12,23.7,15.36,-8.34,33.74,31.88,-1.86,False,False,2,same_line,2,same_line,11.65,17.55,0.26,-6.56,3,center,2,middle_third,False,4.78,-8.82,3,center,2,middle_third,False,True,True,True,False,False,0.0015,0.9831,0.9215,True,True,0,False,,,,True,8,8,0,True,True,True
1_263,263,1846146,54361,54377,82:15.1,82:16.7,82,15,1.6,2,1,left_to_right,1,off_ball_run,1,behind,63540,Adriana,16,LW,151151,H. McCutcheon,14,RM,2334,Orlando Pride,25.47,-14.77,4,half_space_right,3,attacking_third,False,33.13,-16.75,4,half_space_right,3,attacking_third,False,8_754,54349,1,winning,4,1,323,2,finish,8,low_block,False,False,7.92,-14.49,1,forward,False,False,17.62,2,running,2.62,1.78,-0.84,26.06,32.73,0.59,-0.4,-0.99,28.94,22.27,-6.67,True,False,3,ahead,3,ahead,16.09,16.11,14.67,-26.7,5,wide_right,2,middle_third,False,20.94,-27.29,5,wide_right,3,attacking_third,False,False,False,,False,True,0.0182,0.4736,0.83,True,True,0,False,False,False,True,True,0,2,2,True,True,
1_264,264,1846146,54547,54583,82:33.7,82:37.3,82,33,3.6,2,1,left_to_right,1,off_ball_run,4,dropping_off,441597,E. Madril Sams,6,RCB,149873,A. Moorhouse,1,GK,2334,Orlando Pride,-21.53,-5.31,3,center,1,defensive_third,False,-34.32,-19.15,4,half_space_right,1,defensive_third,False,8_760,54559,1,winning,4,1,326,6,direct,15,defending_direct,False,False,18.9,-132.74,4,sideway_right,True,False,18.79,2,running,1.5,9.67,8.17,10.99,5.16,32.52,39.48,6.96,44.01,49.84,5.83,False,False,3,ahead,3,ahead,16.55,17.31,-37.51,-1.01,3,center,1,defensive_third,False,-43.68,-4.59,3,center,1,defensive_third,False,False,False,,False,False,0.0002,0.9706,0.9231,True,True,0,False,,,,True,9,10,1,True,True,
